FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,OFFSET,DURATION,MANUAL ID
E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,3.0,3.0,bird
E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,24.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,3.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,6.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,9.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,12.0,3.0000000000000018,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,15.000000000000002,2.9999999999999982,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,18.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,24.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,27.0,3.0000000000000036,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,30.000000000000004,2.9999999999999964,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,36.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,39.0,3.0,bird
E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,42.0,3.000000000000007,bird
E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,9.0,3.0,bird
E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,18.0,3.0,bird
E:/Mixed_Bird/subset/,Aglaeactis-cupripennis-237919.wav,0,10.684081632653061,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Aglaeactis-cupripennis-237919.wav,0,10.684081632653061,44100,6.0,3.0,bird
E:/Mixed_Bird/subset/,Aglaiocercus-kingii-257863.wav,0,19.095510204081634,44100,5.999999999999999,2.999999999999999,bird
E:/Mixed_Bird/subset/,Aglaiocercus-kingii-257863.wav,0,19.095510204081634,44100,17.999999999999996,1.0955102040816378,bird
E:/Mixed_Bird/subset/,Akletos-melanoceps-270814.wav,0,9.534693877551021,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Akletos-melanoceps-270814.wav,0,9.534693877551021,44100,3.0,3.0,bird
E:/Mixed_Bird/subset/,Akletos-melanoceps-270814.wav,0,9.534693877551021,44100,6.0,3.0,bird
E:/Mixed_Bird/subset/,Akletos-melanoceps-270814.wav,0,9.534693877551021,44100,9.0,0.534693877551021,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-47849.wav,0,5.735986394557823,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,0.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,3.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,6.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,9.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,15.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,18.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,21.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,27.000000000000004,2.9999999999999964,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,30.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,33.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,36.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,39.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,42.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,45.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,48.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,57.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,63.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,66.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,69.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,72.0,3.0,bird
E:/Mixed_Bird/subset/,Amazilia-chionogaster-92482.wav,0,77.87102040816326,44100,75.0,2.871020408163261,bird
E:/Mixed_Bird/subset/,Amazona-aestiva-467090.wav,0,18.263990929705216,44100,6.0,3.0000000000000018,bird
