Folder,Clip,Human_Bird_Label,Microfaune_Global_Score
WWF5_samples_split,5D2C0D00_5.WAV,y,0.012381374835968
WWF5_samples_split,5D208AE8_13.WAV,n,0.147040963172913
WWF5_samples_split,5D28A2C8_0.WAV,n,0.024282366037369
WWF5_samples_split,5D208AE8_10.WAV,y,0.44165500998497
WWF5_samples_split,5D2C0D00_8.WAV,y,0.02248826622963
WWF5_samples_split,5D2C0D00_4.WAV,y,0.010084718465805
WWF5_samples_split,5D2C0D00_0.WAV,n,0.009942799806595
WWF5_samples_split,5D1F0128_16.WAV,n,0.02241051197052
WWF5_samples_split,5D208AE8_6.WAV,n,0.269106835126877
WWF5_samples_split,5D285ED0_1.WAV,n,0.013637095689774
WWF5_samples_split,5D29ED40_4.WAV,n,0.041875571012497
WWF5_samples_split,5D2C0D00_3.WAV,n,0.011282801628113
WWF5_samples_split,5D223320_16.WAV,n,0.231215506792068
WWF5_samples_split,5D169290_18.WAV,n,0.059592723846436
WWF5_samples_split,5D169290_2.WAV,n,0.059337377548218
WWF5_samples_split,5D1EDBA8_3.WAV,n,0.014073550701141
WWF5_samples_split,5D169998_19.WAV,n,0.032135874032974
WWF5_samples_split,5D169998_18.WAV,n,0.091823279857636
WWF5_samples_split,5D22E9F0_8.WAV,n,0.212096303701401
WWF5_samples_split,5D169998_13.WAV,y,0.249180823564529
WWF5_samples_split,5D169998_4.WAV,n,0.932352125644684
WWF5_samples_split,5D1524F0_8.WAV,n,0.017429381608963
WWF5_samples_split,5D1524F0_11.WAV,n,0.014546275138855
WWF5_samples_split,5D22E9F0_11.WAV,n,0.22679278254509
WWF5_samples_split,5D1B1608_5.WAV,n,0.022934168577194
WWF5_samples_split,5D29ED40_13.WAV,n,0.043539166450501
WWF5_samples_split,5D1EDBA8_2.WAV,n,0.008003145456314
WWF5_samples_split,5D169290_11.WAV,y,0.071722388267517
WWF5_samples_split,5D1EDBA8_7.WAV,n,0.007167309522629
WWF5_samples_split,5D1524F0_18.WAV,y,0.020601391792297
WWF5_samples_split,5D26BB48_12.WAV,y,0.00947368144989
WWF5_samples_split,5D23C898_5.WAV,n,0.170472711324692
WWF5_samples_split,5D2DD608_19.WAV,y,0.014089673757553
WWF5_samples_split,5D1EDBA8_11.WAV,y,0.010322868824005
WWF5_samples_split,5D23C898_14.WAV,n,0.011406630277634
WWF5_samples_split,5D1A3C10_4.WAV,n,0.008308738470078
WWF5_samples_split,5D169998_2.WAV,y,0.271960616111755
WWF5_samples_split,5D1870B0_6.WAV,y,0.011501848697662
WWF5_samples_split,5D223320_2.WAV,n,0.039862424135208
WWF5_samples_split,5D20C7D8_2.WAV,n,0.585128247737885
WWF5_samples_split,5D208AE8_9.WAV,n,0.491762906312943
WWF5_samples_split,5D28A2C8_2.WAV,y,0.027937442064285
WWF5_samples_split,5D285ED0_2.WAV,y,0.009893864393234
WWF5_samples_split,5D223320_1.WAV,n,0.06962725520134
WWF5_samples_split,5D20C7D8_8.WAV,n,0.388558745384216
WWF5_samples_split,5D208AE8_15.WAV,n,0.074411809444428
WWF5_samples_split,5D1870B0_12.WAV,y,0.013376623392105
WWF5_samples_split,5D22E9F0_7.WAV,n,0.050749182701111
WWF5_samples_split,5D1524F0_0.WAV,n,0.032532125711441
WWF5_samples_split,5D1E4A58_15.WAV,n,0.010406881570816
WWF5_samples_split,5D2DD608_1.WAV,y,0.034581124782562
WWF5_samples_split,5D1524F0_4.WAV,y,0.014288663864136
WWF5_samples_split,5D1EDBA8_9.WAV,n,0.009685963392258
WWF5_samples_split,5D1B1608_9.WAV,n,0.35353621840477
WWF5_samples_split,5D208AE8_3.WAV,y,0.11705470085144
WWF5_samples_split,5D223320_12.WAV,n,0.239404499530792
WWF5_samples_split,5D2DD608_7.WAV,n,0.032334178686142
WWF5_samples_split,5D1A3C10_16.WAV,n,0.017743021249771
WWF5_samples_split,5D20C7D8_6.WAV,n,0.059922486543655
WWF5_samples_split,5D1F0128_7.WAV,y,0.015693813562393
WWF5_samples_split,5D1B1608_3.WAV,y,0.013767957687378
WWF5_samples_split,5D169998_8.WAV,y,0.33300855755806
WWF5_samples_split,5D223320_8.WAV,n,0.065038323402405
WWF5_samples_split,5D2F0460_6.WAV,y,0.033298283815384
WWF5_samples_split,5D2C0D00_2.WAV,y,0.009960740804672
WWF5_samples_split,5D1524F0_2.WAV,y,0.022791087627411
WWF5_samples_split,5D1524F0_17.WAV,n,0.071611046791077
WWF5_samples_split,5D1EDBA8_13.WAV,n,0.008564680814743
WWF5_samples_split,5D285ED0_11.WAV,y,0.009619355201721
WWF5_samples_split,5D287190_4.WAV,y,0.043017029762268
WWF5_samples_split,5D2F0460_16.WAV,y,0.046647489070892
WWF5_samples_split,5D26BB48_10.WAV,y,0.008556723594666
WWF5_samples_split,5D26BB48_9.WAV,y,0.012151420116425
WWF5_samples_split,5D287190_19.WAV,y,0.01753368973732
WWF5_samples_split,5D1870B0_9.WAV,y,0.043118685483933
WWF5_samples_split,5D1F6398_15.WAV,n,0.046161144971848
WWF5_samples_split,5D1D0DF0_4.WAV,y,0.010522067546845
WWF5_samples_split,5D23C898_10.WAV,n,0.021389067173004
WWF5_samples_split,5D1524F0_10.WAV,y,0.011602848768234
WWF5_samples_split,5D1F0128_15.WAV,y,0.019093751907349
WWF5_samples_split,5D1B1608_14.WAV,y,0.700945258140564
WWF5_samples_split,5D26BB48_16.WAV,n,0.011093735694885
WWF5_samples_split,5D22E9F0_6.WAV,n,0.08664545416832
WWF5_samples_split,5D2C0D00_16.WAV,y,0.032239258289337
WWF5_samples_split,5D1B1608_13.WAV,n,0.050043672323227
WWF5_samples_split,5D1F6398_3.WAV,y,0.218582510948181
WWF5_samples_split,5D2DD608_16.WAV,y,0.023789972066879
WWF5_samples_split,5D1F0128_17.WAV,n,0.021552085876465
WWF5_samples_split,5D2F0460_0.WAV,y,0.028947949409485
WWF5_samples_split,5D23C898_1.WAV,y,0.00997656583786
WWF5_samples_split,5D2C0D00_12.WAV,y,0.011041581630707
WWF5_samples_split,5D1F6398_11.WAV,n,0.220889419317245
WWF5_samples_split,5D28A2C8_14.WAV,y,0.023866444826126
WWF5_samples_split,5D1F6398_1.WAV,y,0.117492586374283
WWF5_samples_split,5D1870B0_13.WAV,y,0.011752486228943
WWF5_samples_split,5D1A3C10_14.WAV,n,0.008511543273926
WWF5_samples_split,5D1B1608_0.WAV,y,0.015475302934647
WWF5_samples_split,5D2DD608_12.WAV,y,0.016842693090439
WWF5_samples_split,5D2DD608_0.WAV,n,0.07534721493721
WWF5_samples_split,5D169290_8.WAV,y,0.089255928993225
WWF5_samples_split,5D29ED40_17.WAV,y,0.038203537464142
WWF5_samples_split,5D22E9F0_13.WAV,n,0.174948275089264
WWF5_samples_split,5D1A3C10_2.WAV,n,0.008764356374741
WWF5_samples_split,5D2F0460_14.WAV,y,0.023467212915421
WWF5_samples_split,5D22E9F0_9.WAV,n,0.173416703939438
WWF5_samples_split,5D2C0D00_13.WAV,y,0.025365144014359
WWF5_samples_split,5D1F0128_12.WAV,n,0.007331997156143
WWF5_samples_split,5D20C7D8_11.WAV,n,0.524158477783203
WWF5_samples_split,5D1E4A58_12.WAV,n,0.009740114212036
WWF5_samples_split,5D26BB48_8.WAV,y,0.009896218776703
WWF5_samples_split,5D1A3C10_17.WAV,y,0.009087324142456
WWF5_samples_split,5D2F0460_8.WAV,y,0.038382798433304
WWF5_samples_split,5D169998_9.WAV,y,0.558824956417084
WWF5_samples_split,5D2DD608_18.WAV,y,0.015226930379868
WWF5_samples_split,5D29ED40_10.WAV,y,0.020383059978485
WWF5_samples_split,5D287190_9.WAV,y,0.033565551042557
WWF5_samples_split,5D1E4A58_9.WAV,n,0.01060876250267
WWF5_samples_split,5D1F0128_13.WAV,n,0.008462458848953
WWF5_samples_split,5D1A3C10_15.WAV,y,0.010665059089661
WWF5_samples_split,5D1870B0_5.WAV,y,0.015961915254593
WWF5_samples_split,5D1B1608_4.WAV,n,0.018856018781662
WWF5_samples_split,5D2DD608_11.WAV,y,0.013621479272842
WWF5_samples_split,5D26BB48_7.WAV,y,0.007130861282349
WWF5_samples_split,5D28A2C8_15.WAV,n,0.029565423727036
WWF5_samples_split,5D1F6398_5.WAV,y,0.152856349945068
WWF5_samples_split,5D20C7D8_9.WAV,n,0.264534115791321
WWF5_samples_split,5D20C7D8_4.WAV,y,0.441437005996704
WWF5_samples_split,5D23C898_7.WAV,n,0.037583440542221
WWF5_samples_split,5D22E9F0_14.WAV,n,0.237913697957992
WWF5_samples_split,5D1D0DF0_5.WAV,y,0.011060863733292
WWF5_samples_split,5D1F0128_19.WAV,y,0.028747528791428
WWF5_samples_split,5D20C7D8_5.WAV,n,0.311326503753662
WWF5_samples_split,5D1A3C10_10.WAV,n,0.00946569442749
WWF5_samples_split,5D287190_13.WAV,y,0.010525315999985
WWF5_samples_split,5D1A3C10_0.WAV,n,0.013515919446945
WWF5_samples_split,5D1B1608_7.WAV,n,0.013244658708572
WWF5_samples_split,5D1EDBA8_8.WAV,n,0.008743226528168
WWF5_samples_split,5D2F0460_2.WAV,y,0.11605978012085
WWF5_samples_split,5D285ED0_3.WAV,y,0.019686579704285
WWF5_samples_split,5D208AE8_7.WAV,y,0.236933469772339
WWF5_samples_split,5D287190_16.WAV,y,0.020585924386978
WWF5_samples_split,5D1524F0_1.WAV,n,0.027679413557053
WWF5_samples_split,5D22E9F0_15.WAV,n,0.26412370800972
WWF5_samples_split,5D1EDBA8_0.WAV,n,0.009249448776245
WWF5_samples_split,5D20C7D8_7.WAV,n,0.035134732723236
WWF5_samples_split,5D285ED0_14.WAV,y,0.012007623910904
WWF5_samples_split,5D1F0128_2.WAV,n,0.012571096420288
WWF5_samples_split,5D28A2C8_10.WAV,n,0.033356040716171
WWF5_samples_split,5D22E9F0_18.WAV,n,0.049753159284592
WWF5_samples_split,5D208AE8_4.WAV,n,0.318451583385468
WWF5_samples_split,5D1D0DF0_6.WAV,y,0.012295603752136
WWF5_samples_split,5D1A3C10_7.WAV,n,0.00921356678009
WWF5_samples_split,5D169290_15.WAV,y,0.066339671611786
WWF5_samples_split,5D169290_0.WAV,y,0.058261603116989
WWF5_samples_split,5D223320_6.WAV,n,0.09070435166359
WWF5_samples_split,5D2F0460_1.WAV,y,0.027381628751755
WWF5_samples_split,5D2C0D00_19.WAV,y,0.010188937187195
WWF5_samples_split,5D28A2C8_6.WAV,n,0.014266550540924
WWF5_samples_split,5D1524F0_5.WAV,n,0.011933088302612
WWF5_samples_split,5D2C0D00_11.WAV,y,0.00967213511467
WWF5_samples_split,5D29ED40_18.WAV,y,0.028044611215592
WWF5_samples_split,5D223320_15.WAV,n,0.196870177984238
WWF5_samples_split,5D208AE8_19.WAV,y,0.254589885473251
WWF5_samples_split,5D1E4A58_11.WAV,n,0.009048372507095
WWF5_samples_split,5D1E4A58_1.WAV,n,0.009307563304901
WWF5_samples_split,5D1870B0_4.WAV,y,0.04859334230423
WWF5_samples_split,5D1F0128_11.WAV,n,0.008197396993637
WWF5_samples_split,5D1EDBA8_18.WAV,y,0.007463902235031
WWF5_samples_split,5D1F0128_5.WAV,y,0.02110755443573
WWF5_samples_split,5D1E4A58_8.WAV,n,0.018633127212525
WWF5_samples_split,5D223320_0.WAV,n,0.051602959632874
WWF5_samples_split,5D1E4A58_3.WAV,n,0.011516392230988
WWF5_samples_split,5D208AE8_16.WAV,y,0.077153146266937
WWF5_samples_split,5D285ED0_4.WAV,y,0.015625476837158
WWF5_samples_split,5D29ED40_9.WAV,y,0.025174498558045
WWF5_samples_split,5D1E4A58_2.WAV,n,0.009210497140884
WWF5_samples_split,5D26BB48_15.WAV,y,0.007573962211609
WWF5_samples_split,5D29ED40_19.WAV,y,0.03567761182785
WWF5_samples_split,5D285ED0_19.WAV,n,0.012399464845657
WWF5_samples_split,5D2DD608_2.WAV,y,0.02303010225296
WWF5_samples_split,5D2DD608_17.WAV,n,0.014980524778366
WWF5_samples_split,5D20C7D8_13.WAV,y,0.348935723304749
WWF5_samples_split,5D169290_16.WAV,y,0.039767414331436
WWF5_samples_split,5D26BB48_13.WAV,y,0.009088069200516
WWF5_samples_split,5D1E4A58_0.WAV,y,0.014190882444382
WWF5_samples_split,5D1B1608_8.WAV,y,0.036389499902725
WWF5_samples_split,5D1D0DF0_12.WAV,y,0.010334402322769
WWF5_samples_split,5D1870B0_1.WAV,y,0.008213818073273
WWF5_samples_split,5D1D0DF0_19.WAV,y,0.024521350860596
